street_number,route,locality-political,postal_code,latitude_longitude
2990,Brennans Road,Newcastle,95658.0,"38.84,-121.14"
8759,Glacial Place,Loomis,95650.0,"38.82,-121.14"
8200,Granada Lane,Loomis,95650.0,"38.8,-121.15"
6560,Casa Vista Drive,Loomis,95650.0,"38.78,-121.18"
6935,Brooks Lane,Loomis,95650.0,"38.8,-121.18"
5005,Shady Creek Lane,Granite Bay,95746.0,"38.76,-121.21"
5010,Grosvenor Circle,Granite Bay,95746.0,"38.75,-121.21"
7410,Shelborne Drive,Granite Bay,95746.0,"38.76,-121.17"
5101,Neptune Court,Granite Bay,95746.0,"38.73,-121.2"
6480,Buckeye Lane,Granite Bay,95746.0,"38.73,-121.18"
8155,Redwood Lane,Granite Bay,95746.0,"38.75,-121.18"
1640,Orvietto Drive,Roseville,95661.0,"38.75,-121.24"
3190,Spahn Ranch Road,Roseville,95661.0,"38.72,-121.24"
1306,Frances Drive,Roseville,95661.0,"38.74,-121.27"
1714,Oakview Drive,Roseville,95661.0,"38.73,-121.26"
1611,Sierra Gardens Drive,Roseville,95661.0,"38.74,-121.26"
905,Fawn Court,Roseville,95661.0,"38.73,-121.28"
8430,Blossom Hill Court,Citrus Heights,95610.0,"38.72,-121.27"
1504,Sandmont Court,Roseville,95661.0,"38.72,-121.25"
221,Harding Boulevard,Roseville,95678.0,"38.75,-121.27"
909,Hillcrest Avenue,Roseville,95678.0,"38.74,-121.28"
501,Giuseppe Court,Roseville,95678.0,"38.73,-121.3"
4301,Sir Barton Court,Roseville,95747.0,"38.73,-121.36"
8770,Dankbar Lane,Roseville,95747.0,"38.74,-121.32"
3994,Foothills Boulevard,Roseville,95747.0,"38.75,-121.31"
600,Atkinson Street,Roseville,95678.0,"38.75,-121.3"
140,Folsom Road,Roseville,95678.0,"38.75,-121.28"
,Atkinson Street,Roseville,95678.0,"38.74,-121.3"
,,Roseville,95747.0,"38.77,-121.33"
607,Manzanita Avenue,Roseville,95678.0,"38.76,-121.28"
105,Alta Vista Avenue,Roseville,95678.0,"38.76,-121.29"
2197,Bel Air Lane,Roseville,95678.0,"38.77,-121.28"
1989,2 Towers Way,Rocklin,95765.0,"38.8,-121.28"
5903,Lindsay Court,Rocklin,95677.0,"38.78,-121.24"
6035,Rustic Hills Drive,Rocklin,95677.0,"38.78,-121.23"
4515,Saxony Drive,Rocklin,95677.0,"38.78,-121.22"
4415,Newland Heights Court,Rocklin,95765.0,"38.82,-121.24"
4680,Northstar Street,Rocklin,95677.0,"38.8,-121.25"
5325,2nd Street,Rocklin,95677.0,"38.79,-121.24"
4114,Oak Court,Rocklin,95677.0,"38.79,-121.23"
4375,Pacific Street,Rocklin,95677.0,"38.8,-121.22"
,,Penryn,95663.0,"38.87,-121.19"
5210,No Name Road,Loomis,95650.0,"38.83,-121.21"
2239,Peer Road,Penryn,95663.0,"38.85,-121.19"
3301,Taylor Road,Loomis,95650.0,"38.83,-121.18"
5752,East Catlett Road,Lincoln,95648.0,"38.85,-121.39"
900,Valley View Circle,Lincoln,95648.0,"39.0,-121.3"
4974,Gladding Road,Lincoln,95648.0,"38.97,-121.31"
4480,North Forty Road,Lincoln,95648.0,"38.92,-121.22"
945,Gardner Court,Lincoln,95648.0,"38.87,-121.27"
601,7th Street,Lincoln,95648.0,"38.9,-121.29"
1106,Harrison Avenue,Lincoln,95648.0,"38.9,-121.28"
367,E Street,Lincoln,95648.0,"38.89,-121.29"
365,M Street,Lincoln,95648.0,"38.89,-121.3"
2242,Thomsen Way,Lincoln,95648.0,"38.89,-121.32"
2450,Fawn Hill Lane,Auburn,95603.0,"38.92,-121.14"
11137,Vista Del Sol,Auburn,95603.0,"38.92,-121.1"
1999,Vada Ranch Road,Auburn,95603.0,"38.91,-121.11"
11930,Heritage Oak Place,Auburn,95603.0,"38.94,-121.1"
12647,Highland Drive,Auburn,95603.0,"38.92,-121.07"
671,Oakhaven Road,Auburn,95603.0,"38.92,-121.05"
8311,Country Club Lane,Auburn,95602.0,"39.0,-121.15"
4317,Godley Lane,Lincoln,95648.0,"38.95,-121.19"
5075,Silverhawk Way,Auburn,95602.0,"38.95,-121.11"
3700,Grass Valley Highway,Auburn,95602.0,"38.95,-121.1"
15125,William Drive,Auburn,95602.0,"38.98,-121.06"
1420,Shadow Rock Drive,Auburn,95602.0,"38.97,-121.05"
3535,Skyview Drive,Auburn,95602.0,"38.97,-121.09"
12695,Lone Star Road,Auburn,95602.0,"39.0,-121.1"
13080,Earhart Avenue,Auburn,95602.0,"38.95,-121.08"
12316,Pepperwood Circle,Auburn,95603.0,"38.93,-121.08"
1186,Bill Francis Drive,Auburn,95603.0,"38.94,-121.07"
14625,Musso Road,Auburn,95603.0,"38.95,-121.04"
20790,Indian Drive,Colfax,95713.0,"39.04,-120.99"
1260,Boole Road,Applegate,95703.0,"38.99,-120.98"
16636,Deerwood Lane,Meadow Vista,95722.0,"39.0,-121.04"
1458,Walgra Meadows Road,Meadow Vista,95722.0,"39.01,-121.02"
281,Meadow Gate Road,Meadow Vista,95722.0,"39.0,-121.0"
30511,Gold Run Road,Colfax,95713.0,"39.18,-120.87"
,Gold Raft Launch Road,Colfax,95713.0,"39.15,-120.87"
,Forest Route 19,Nevada City,95959.0,"39.27,-120.58"
1030,Cinquefoil Court,Truckee,96161.0,"39.3,-120.33"
10860,Holmgrove Court,Truckee,96161.0,"39.28,-120.18"
400,Squaw Creek Road,Olympic Valley,96146.0,"39.2,-120.22"
25721,Oak Forest Court,Colfax,95713.0,"39.12,-120.96"
22880,Tiger Lily Road,Colfax,95713.0,"39.08,-120.98"
1440,Green Cedar Court,Colfax,95713.0,"39.05,-120.94"
,Unnamed Road,Quincy,95971.0,"39.93,-120.98"
500,Coburn Street,Quincy,95971.0,"39.93,-120.95"
,Ohv Road 49,Quincy,95971.0,"39.9,-120.93"
205,Karen Street,Quincy,95971.0,"39.93,-120.9"
1227,Beskeen Lane,Quincy,95971.0,"39.95,-120.9"
4679,Chandler Road,Quincy,95971.0,"39.96,-120.93"
,Ohv Road 51,Crescent Mills,95934.0,"40.02,-120.92"
,Unnamed Road,Quincy,95971.0,"39.9,-120.74"
69955,Woodside Drive,Mohawk Vista,96103.0,"39.78,-120.57"
,Gold Lake Highway,,96103.0,"39.72,-120.66"
,Unnamed Road,,96103.0,"39.82,-120.74"
,Unnamed Road,,,"39.75,-121.0"
,Pacific Crest Trail,Meadow Valley,95956.0,"39.86,-121.14"
121,Pine Knoll Court,Portola,96122.0,"39.79,-120.53"
,Carmen Valley Road,Portola,96122.0,"39.78,-120.48"
,Gulling Street,Portola,96122.0,"39.8,-120.45"
666,Deerweed,Portola,96122.0,"39.83,-120.46"
170,New Street,Beckwourth,96129.0,"39.82,-120.38"
93682,California 70,Chilcoot-Vinton,96135.0,"39.8,-120.15"
1581,Williams Valley Road,Greenville,95947.0,"40.17,-120.94"
390,Arlington Road,Crescent Mills,95934.0,"40.08,-120.91"
146,Hot Springs Road,Greenville,95947.0,"40.14,-120.94"
,Feather River Highway,Belden,95915.0,"40.01,-121.23"
,Unnamed Road,Taylorsville,95983.0,"40.13,-120.71"
,County Road 324,Chester,96020.0,"40.27,-121.25"
1182,Chester Warner Valley Road,Chester,96020.0,"40.31,-121.24"
550,Blackoak Drive,Chester,96020.0,"40.29,-121.23"
,Unnamed Road,Chester,96020.0,"40.23,-121.19"
,Volcanic Legacy Scenic Byway,Westwood,96137.0,"40.19,-121.08"
,Quarry Road,Westwood,96137.0,"40.23,-121.06"
,Big Springs Cut-Off Road,Westwood,96137.0,"40.3,-121.09"
281,Durkin Drive,Westwood,96137.0,"40.29,-121.14"
1019,Timber Ridge Road,Lake Almanor Country Club,96137.0,"40.25,-121.15"
1838,Spring Garden Street,Riverside,92507.0,"34.0,-117.35"
,Riverside Freeway,Riverside,92507.0,"33.99,-117.36"
4011,Fairgrounds Street,Riverside,92501.0,"34.0,-117.37"
1628,Orange Street,Riverside,92501.0,"34.0,-117.36"
4413,Columbia Avenue,Riverside,92501.0,"34.01,-117.37"
2599,Field Lane,Riverside,92501.0,"34.0,-117.38"
4405,4th Street,Riverside,92501.0,"33.99,-117.38"
4160,Chestnut Street,Riverside,92501.0,"33.98,-117.38"
4613,Braemar Place,Riverside,92501.0,"33.98,-117.39"
,Santa Ana River Trail,Riverside,92504.0,"33.97,-117.41"
3326,University Avenue,Riverside,92507.0,"33.98,-117.37"
3511,Terracina Drive,Riverside,92501.0,"33.97,-117.38"
3749,Springmount Street,Riverside,92501.0,"33.99,-117.37"
2327,5th Street,Riverside,92507.0,"33.98,-117.36"
4531,Park Avenue,Riverside,92507.0,"33.97,-117.37"
1746,Spruce Street,Riverside,92507.0,"33.99,-117.35"
3454,Durahart Street,Riverside,92507.0,"33.98,-117.35"
1764,Ohio Street,Riverside,92507.0,"33.97,-117.35"
2331,Georgia Street,Riverside,92507.0,"33.97,-117.36"
5104,Victoria Hill Drive,Riverside,92506.0,"33.96,-117.37"
1800,Elsinore Road,Riverside,92506.0,"33.96,-117.35"
5598,Sheffield Avenue,Riverside,92506.0,"33.95,-117.35"
6125,Hawarden Drive,Riverside,92506.0,"33.94,-117.37"
706,Pinnacle Ridge Road,Riverside,92506.0,"33.92,-117.36"
5166,Brockton Avenue,Riverside,92506.0,"33.97,-117.39"
6045,Lawson Way,Riverside,92506.0,"33.96,-117.39"
4409,Cover Street,Riverside,92506.0,"33.96,-117.4"
5473,Tower Road,Riverside,92506.0,"33.97,-117.4"
6140,Meadowbrook Lane,Riverside,92504.0,"33.96,-117.41"
6416,Jurupa Avenue,Riverside,92504.0,"33.96,-117.44"
5819,Clifton Boulevard,Riverside,92504.0,"33.96,-117.43"
,,Riverside,92503.0,"33.95,-117.44"
4300,Caroline Court,Riverside,92506.0,"33.95,-117.4"
4895,Sierra Street,Riverside,92504.0,"33.95,-117.41"
5361,Sierra Street,Riverside,92504.0,"33.95,-117.42"
6146,Rhonda Road,Riverside,92504.0,"33.96,-117.42"
6106,Pachappa Drive,Riverside,92506.0,"33.96,-117.38"
6425,Estes Court,Riverside,92506.0,"33.95,-117.39"
2681,Laramie Road,Riverside,92506.0,"33.95,-117.37"
,,Riverside,92506.0,"33.94,-117.38"
2703,Washington Street,Riverside,92506.0,"33.93,-117.39"
7196,Nixon Drive,Riverside,92504.0,"33.94,-117.4"
2955,Madison Street,Riverside,92504.0,"33.93,-117.4"
7891,Railroad Avenue,Riverside,92504.0,"33.93,-117.41"
7565,Potomac Street,Riverside,92504.0,"33.94,-117.41"
3562,Brynhurst Drive,Riverside,92504.0,"33.93,-117.42"
7925,Garfield Street,Riverside,92504.0,"33.94,-117.42"
6778,Hillside Avenue,Riverside,92504.0,"33.95,-117.43"
8605,Magnolia Avenue,Riverside,92504.0,"33.93,-117.43"
4061,Sherman Drive,Riverside,92503.0,"33.93,-117.44"
4733,Jackson Street,Riverside,92503.0,"33.94,-117.45"
4496,Santee Place,Riverside,92504.0,"33.94,-117.44"
4334,Kingsbury Place,Riverside,92503.0,"33.93,-117.45"
3647,Everest Avenue,Riverside,92503.0,"33.92,-117.44"
9901,Indiana Avenue,Riverside,92503.0,"33.91,-117.45"
3873,Taft Street,Riverside,92503.0,"33.92,-117.45"
2271,Madison Street,Riverside,92504.0,"33.92,-117.39"
1700,Growest Avenue,Riverside,92504.0,"33.9,-117.4"
2656,Klamath Court,Riverside,92503.0,"33.9,-117.44"
2821,Abraham Avenue,Riverside,92503.0,"33.91,-117.43"
9559,Equestrian Drive,Riverside,92503.0,"33.89,-117.42"
5760,Newton Street,Riverside,92509.0,"34.01,-117.4"
5923,Paramount Drive,Riverside,92509.0,"34.01,-117.41"
6895,34th Street,Riverside,92509.0,"34.02,-117.43"
2719,WoodBriar Drive,Riverside,92509.0,"34.02,-117.42"
5479,34th Street,Riverside,92509.0,"34.0,-117.4"
3710,Smith Street,Riverside,92509.0,"34.0,-117.41"
6065,Jodie Lane,Riverside,92509.0,"33.98,-117.43"
5040,Riverview Drive,Riverside,92509.0,"33.98,-117.42"
4298,Camino Real,Riverside,92509.0,"34.01,-117.45"
6645,Mission Boulevard,Riverside,92509.0,"34.01,-117.43"
5992,Doris Drive,Riverside,92509.0,"34.0,-117.42"
6371,Avenue De Palma,Riverside,92509.0,"33.99,-117.43"
7205,Ridgeline Drive,Riverside,92509.0,"33.99,-117.44"
9985,Willowbrook Road,Riverside,92509.0,"34.0,-117.5"
9400,54th Street,Jurupa Valley,92509.0,"33.99,-117.49"
5973,Hudson Street,Riverside,92509.0,"33.98,-117.48"
5964,Spur Street,Riverside,92509.0,"33.98,-117.49"
9957,60th Street,Riverside,92509.0,"33.98,-117.5"
8550,Gray Mare Drive,Riverside,92509.0,"33.98,-117.47"
4312,Avon Street,Riverside,92509.0,"34.01,-117.48"
9475,Granite Hill Drive,Riverside,92509.0,"34.02,-117.49"
3704,C Street,Jurupa Valley,91752.0,"34.02,-117.51"
9046,Might Circle,Riverside,92509.0,"34.0,-117.48"
10334,48th Street,Jurupa Valley,91752.0,"34.0,-117.51"
5388,Martin Street,Jurupa Valley,91752.0,"33.99,-117.52"
6541,William Avenue,Jurupa Valley,91752.0,"33.97,-117.53"
10347,Limonite Avenue,Jurupa Valley,91752.0,"33.97,-117.51"
3442,Mission Boulevard,Jurupa Valley,91752.0,"34.02,-117.53"
14479,Gannet Street,Corona,92880.0,"33.94,-117.6"
12087,Landon Drive,Jurupa Valley,91752.0,"34.0,-117.55"
407,Clayton Street,Norco,92860.0,"33.94,-117.53"
4022,Valley View Avenue,Norco,92860.0,"33.94,-117.55"
1920,Maunaloa Place,Norco,92860.0,"33.94,-117.56"
,5th Street,Norco,92860.0,"33.93,-117.57"
,Interstate 15,,91752.0,"33.95,-117.55"
1117,Trenton Avenue,Corona,92880.0,"33.91,-117.59"
2555,3 Bar Lane,Norco,92860.0,"33.9,-117.57"
355,Blackpine Drive,Corona,92879.0,"33.89,-117.56"
1010,Mandevilla Way,Corona,92879.0,"33.89,-117.55"
401,North McKinley Street,Corona,92879.0,"33.89,-117.52"
5317,Trail Street,Norco,92860.0,"33.91,-117.6"
3334,Valley View Avenue,Norco,92860.0,"33.93,-117.55"
2594,Reservoir Drive,Norco,92860.0,"33.92,-117.55"
1174,Thoroughbred Lane,Norco,92860.0,"33.9,-117.55"
420,Cavaletti Lane,Norco,92860.0,"33.92,-117.53"
2530,Lasso Lane,Norco,92860.0,"33.92,-117.58"
2001,Pacific Avenue,Norco,92860.0,"33.91,-117.57"
,Prado Basin Park Road,Eastvale,92880.0,"33.93,-117.59"
5545,Golden Avenue,Riverside,92505.0,"33.93,-117.5"
11345,Lakeport Drive,Riverside,92505.0,"33.91,-117.49"
11497,Norwood Avenue,Riverside,92505.0,"33.92,-117.5"
11244,Fairhaven Drive,Riverside,92505.0,"33.95,-117.51"
6625,Begonia Circle,Riverside,92503.0,"33.95,-117.46"
9349,Bruce Avenue,Riverside,92503.0,"33.95,-117.47"
,Santa Ana River Trail,Riverside,92505.0,"33.96,-117.5"
6731,Sunnyvale Drive,Riverside,92505.0,"33.95,-117.5"
5775,Warren Street,Riverside,92503.0,"33.94,-117.46"
5770,Noble Street,Riverside,92503.0,"33.94,-117.47"
5899,Sinclair Avenue,Riverside,92505.0,"33.94,-117.48"
10728,Cypress Avenue,Riverside,92505.0,"33.94,-117.49"
7980,Silverado Place,Riverside,92503.0,"33.93,-117.46"
10000,County Farm Road,Riverside,92503.0,"33.92,-117.46"
4735,Tomlinson Avenue,Riverside,92503.0,"33.93,-117.47"
10418,Gramercy Place,Riverside,92505.0,"33.93,-117.48"
10350,Branigan Way,Riverside,92505.0,"33.92,-117.47"
5349,Mitchell Avenue,Riverside,92505.0,"33.93,-117.49"
3895,Polk Street,Riverside,92505.0,"33.91,-117.47"
3154,Neptune Drive,Riverside,92503.0,"33.9,-117.46"
11635,Granmere Court,Riverside,92503.0,"33.89,-117.48"
3998,Rancho Del Oro Drive,Riverside,92505.0,"33.9,-117.49"
4145,La Sierra Avenue,Riverside,92505.0,"33.91,-117.48"
16501,Orangehaven Lane,Riverside,92503.0,"33.88,-117.44"
370,Berkley Circle,Corona,92879.0,"33.89,-117.51"
3638,Snowdrift Drive,Riverside,92503.0,"33.88,-117.51"
13469,Magnolia Avenue,Corona,92879.0,"33.88,-117.52"
1775,Sampson Avenue,Corona,92879.0,"33.88,-117.53"
15527,Skyridge Drive,Riverside,92503.0,"33.87,-117.5"
107,North Joy Street,Corona,92879.0,"33.88,-117.56"
345,Adams Circle,Corona,92882.0,"33.89,-117.58"
,Riverside Freeway,Corona,92879.0,"33.88,-117.55"
1114,South Belle Avenue,Corona,92882.0,"33.87,-117.57"
204,West 2nd Street,Corona,92882.0,"33.88,-117.57"
928,Alta Loma Drive,Corona,92882.0,"33.87,-117.58"
1335,Pleasant View Avenue,Corona,92882.0,"33.88,-117.59"
281,South Lincoln Avenue,Corona,92882.0,"33.88,-117.58"
930,East Ontario Avenue,Corona,92881.0,"33.85,-117.55"
3705,Huron Circle,Corona,92881.0,"33.83,-117.56"
841,Derby Street,Corona,92882.0,"33.85,-117.58"
1765,Keith Street,Corona,92881.0,"33.82,-117.54"
1350,Valencia Road,Corona,92881.0,"33.83,-117.55"
1435,Wigeon Drive,Corona,92882.0,"33.85,-117.6"
595,East Monterey Road,Corona,92879.0,"33.86,-117.56"
1007,Rimpau Avenue,Corona,92879.0,"33.87,-117.55"
822,Meridian Lane,Corona,92882.0,"33.88,-117.64"
1622,Beryl Lane,Corona,92882.0,"33.87,-117.6"
1505,West Ontario Avenue,Corona,92882.0,"33.86,-117.6"
3750,San Ramon Drive,Corona,92882.0,"33.87,-117.64"
19277,Jolora Avenue,Corona,92881.0,"33.84,-117.52"
19970,Grant Street,Corona,92881.0,"33.83,-117.52"
19875,Bedford Canyon Road,Corona,92881.0,"33.83,-117.53"
,Forest Route 3S04,Corona,92883.0,"33.76,-117.54"
,Cajalco Road,Corona,92883.0,"33.82,-117.52"
17340,Krameria Avenue,Riverside,92504.0,"33.88,-117.36"
8269,Barnwood Lane,Riverside,92508.0,"33.9,-117.33"
15790,Dauchy Avenue,Riverside,92508.0,"33.89,-117.34"
16241,Vía Rancho,Riverside,92506.0,"33.89,-117.38"
17800,Harvill Avenue,Perris,92570.0,"33.86,-117.26"
17238,Wood Road,Riverside,92508.0,"33.87,-117.33"
18600,Hallett Street,Perris,92570.0,"33.85,-117.3"
21940,Lane Street,Perris,92570.0,"33.85,-117.28"
,Unnamed Road,Perris,92570.0,"33.81,-117.43"
,,Perris,92570.0,"33.76,-117.4"
15379,El Sobrante Road,Riverside,92503.0,"33.85,-117.4"
19351,Seaton Avenue,Perris,92570.0,"33.84,-117.26"
19675,Covell Street,Riverside,92508.0,"33.87,-117.32"
21800 - 22019,Hoon Avenue,March Air Reserve Base,92518.0,"33.89,-117.28"
4987,Vía Campeche,Riverside,92507.0,"33.96,-117.34"
5037,Quail Run Road,Riverside,92507.0,"33.96,-117.32"
6171,Claridge Drive,Riverside,92506.0,"33.94,-117.34"
6063,Bannock Drive,Riverside,92507.0,"33.94,-117.31"
879,Plum Street,Riverside,92507.0,"33.98,-117.33"
,Moreno Valley Freeway,Riverside,92507.0,"33.97,-117.33"
1421,Iowa Avenue,Riverside,92507.0,"34.0,-117.34"
3491,Iowa Avenue,Riverside,92507.0,"33.98,-117.34"
2525,Thayer Court,Riverside,92507.0,"33.99,-117.32"
175,Masters Avenue,Riverside,92507.0,"33.97,-117.31"
10196,Box Springs Mountain Road,Moreno Valley,92557.0,"33.97,-117.29"
759,Kelly Lane,Riverside,92501.0,"34.01,-117.35"
3001,West La Cadena Drive,Colton,92324.0,"34.02,-117.34"
470,Cindy Circle,Riverside,92507.0,"34.01,-117.32"
24182,Madole Drive,Moreno Valley,92557.0,"33.95,-117.24"
24810,Sunnymead Boulevard,Moreno Valley,92553.0,"33.94,-117.23"
11814,Briar Knoll Place,Moreno Valley,92557.0,"33.95,-117.25"
24810,Freedom Court,Moreno Valley,92557.0,"33.96,-117.23"
26014,Mirage Court,Moreno Valley,92555.0,"33.95,-117.21"
12466,Theodore Street,Moreno Valley,92555.0,"33.94,-117.14"
5697,Reche Canyon Road,Moreno Valley,92555.0,"33.97,-117.21"
2862,Canyon Springs Parkway,Riverside,92507.0,"33.94,-117.28"
21917,Bay Avenue,Moreno Valley,92553.0,"33.92,-117.28"
13805,Elsworth Street,Moreno Valley,92553.0,"33.92,-117.27"
13095,Balboa Lane,Moreno Valley,92553.0,"33.93,-117.27"
24221,Postal Avenue,Moreno Valley,92553.0,"33.94,-117.24"
123,Atwood Avenue,Moreno Valley,92553.0,"33.93,-117.24"
13113,Goldfinch Street,Moreno Valley,92553.0,"33.93,-117.25"
13855,Sylmar Drive,Moreno Valley,92553.0,"33.92,-117.25"
24770,Chippendale Street,Moreno Valley,92553.0,"33.91,-117.23"
15860,Emma Lane,Moreno Valley,92551.0,"33.89,-117.23"
13106,Thistle Brook Drive,Moreno Valley,92553.0,"33.93,-117.22"
25351,Sugar Hill Road,Moreno Valley,92553.0,"33.92,-117.22"
25945,Blueleaf Street,Moreno Valley,92553.0,"33.93,-117.21"
28823,Stevens Avenue,Moreno Valley,92555.0,"33.92,-117.16"
15197,Josephine Court,Moreno Valley,92551.0,"33.9,-117.22"
,Davis Road,Nuevo,92567.0,"33.89,-117.13"
,Nason Street,Moreno Valley,92555.0,"33.9,-117.19"
17250,Perris Boulevard,Moreno Valley,92551.0,"33.87,-117.22"
4298,Brennan Avenue,Perris,92571.0,"33.85,-117.24"
,Ramona Expressway,Perris,92571.0,"33.83,-117.17"
3195,Waxwing Lane,Perris,92571.0,"33.83,-117.2"
189,West Rider Street,Perris,92571.0,"33.83,-117.23"
716,Allepo Pine Street,Perris,92571.0,"33.82,-117.21"
280,Daystar Drive,Perris,92571.0,"33.81,-117.22"
25760,Cherry Hills Boulevard,Menifee,92586.0,"33.71,-117.21"
27620,Charlestown Drive,Menifee,92586.0,"33.72,-117.2"
26382,Cherry Hills Boulevard,Menifee,92586.0,"33.71,-117.2"
28991,Del Monte Drive,Menifee,92586.0,"33.7,-117.2"
29051,Desert Hills Road,Menifee,92586.0,"33.7,-117.19"
29725,Bradley Road,Menifee,92586.0,"33.69,-117.19"
22360,Loch Lomond Drive,Canyon Lake,92587.0,"33.68,-117.27"
28999,Escalante Road,Canyon Lake,92587.0,"33.7,-117.25"
24677,Comanche Creek Drive,Menifee,92587.0,"33.68,-117.23"
25295,Craig Avenue,Menifee,92584.0,"33.66,-117.22"
31742,Antelope Road,Menifee,92584.0,"33.66,-117.17"
,Unnamed Road,Hemet,92545.0,"33.67,-117.07"
19998,Takajima Road,Nuevo,92567.0,"33.83,-117.11"
23170,Sky Mesa Road,Homeland,92548.0,"33.78,-117.11"
,Mount Rudolf Road,Nuevo,92567.0,"33.82,-117.08"
23761,Sherman Road,,92585.0,"33.78,-117.18"
,Falcon View Lane,Homeland,92548.0,"33.75,-117.11"
28648,Mapes Road,,92585.0,"33.76,-117.16"
25221,Aaron Alan Drive,Menifee,92585.0,"33.74,-117.22"
,,Hemet,92545.0,"33.78,-117.06"
21491,Y Avenue,Nuevo,92567.0,"33.81,-117.14"
1521,Portrait Road,Perris,92571.0,"33.8,-117.22"
32725,Asbury Street,Winchester,92596.0,"33.71,-117.09"
33872,Milan Road,Winchester,92596.0,"33.72,-117.07"
31551,McWade Avenue,Homeland,92548.0,"33.74,-117.11"
29191,Sweetbrier Court,Menifee,92584.0,"33.7,-117.15"
,Rouse Road,Menifee,92585.0,"33.73,-117.16"
,Calle Loma,Perris,92570.0,"33.79,-117.23"
,,Perris,92570.0,"33.78,-117.23"
285,East Ellis Avenue,Perris,92570.0,"33.77,-117.23"
21401,Rider Street,Perris,92570.0,"33.83,-117.29"
19765,Idaleona Road,Perris,92570.0,"33.8,-117.32"
21701,Lukens Lane,Perris,92570.0,"33.81,-117.26"
770,Gypsum Court,Perris,92570.0,"33.77,-117.24"
,Unnamed Road,Perris,92570.0,"33.75,-117.31"
22294,Louise Street,Perris,92570.0,"33.77,-117.27"
27557,Irma Street,Perris,92570.0,"33.72,-117.29"
21523,Wallace Avenue,Perris,92570.0,"33.72,-117.28"
808,Amador Court,Lake Elsinore,92530.0,"33.69,-117.39"
,Grey Avenue,Lake Elsinore,92530.0,"33.7,-117.37"
28178,El Toro Road,Lake Elsinore,92532.0,"33.71,-117.34"
,Temecula Valley Freeway,Lake Elsinore,92530.0,"33.67,-117.31"
,Riverside Drive,Lake Elsinore,92530.0,"33.69,-117.35"
115,North Riley Street,Lake Elsinore,92530.0,"33.67,-117.33"
17773,Sunnyslope Drive,Lake Elsinore,92530.0,"33.68,-117.35"
32593,Le Harve Street,Lake Elsinore,92530.0,"33.67,-117.38"
33150,Maiden Lane,Lake Elsinore,92530.0,"33.64,-117.35"
33774,Mission Trail,Wildomar,92595.0,"33.63,-117.29"
,Railroad Canyon Road,Lake Elsinore,92532.0,"33.66,-117.28"
,,Murrieta,92562.0,"33.55,-117.43"
35999,Trabuco Road,Lake Elsinore,92530.0,"33.6,-117.36"
23172,Crooked Arrow Drive,Wildomar,92595.0,"33.65,-117.25"
33168,Sweetwater Canyon Road,Menifee,92584.0,"33.64,-117.19"
,Unnamed Road,Wildomar,92595.0,"33.61,-117.21"
40183,Corte Lorca,Murrieta,92562.0,"33.58,-117.2"
35240,Rocky Glen Place,Murrieta,92563.0,"33.61,-117.16"
30914,Prairie Sun Way,Murrieta,92563.0,"33.61,-117.12"
28755,Blue Larkspur Court,Murrieta,92563.0,"33.57,-117.16"
40065,Spring Place Court,Temecula,92591.0,"33.54,-117.16"
41381,Anza Road,Temecula,92592.0,"33.52,-117.05"
,Vía La Luna,Temecula,92592.0,"33.52,-116.96"
38530,Magdelena Street,Murrieta,92563.0,"33.56,-117.1"
,Indian Oaks Drive,Temecula,92592.0,"33.6,-117.02"
34485,Cameron Drive,Hemet,92544.0,"33.62,-116.96"
45165,Camino Baya,Temecula,92590.0,"33.48,-117.22"
42149,Elm Street,Murrieta,92562.0,"33.53,-117.19"
42389,Winchester Road,Temecula,92590.0,"33.51,-117.18"
30985,Santiago Road,Temecula,92592.0,"33.49,-117.12"
30932,Oakhill Drive,Temecula,92591.0,"33.52,-117.12"
,Temecula Valley Freeway,Temecula,92592.0,"33.45,-117.15"
38695,California 79,Aguanga,92536.0,"33.46,-116.99"
41955,Santa Fe Trail,Murrieta,92562.0,"33.57,-117.23"
22063,Woodward Way,Murrieta,92562.0,"33.55,-117.27"
19495,Avenida Presa,Murrieta,92562.0,"33.51,-117.32"
4625,Cloudywing Road,Hemet,92545.0,"33.71,-117.02"
,Unnamed Road,Hemet,92544.0,"33.71,-116.91"
26798,Fairview Avenue,Hemet,92544.0,"33.73,-116.89"
,Unnamed Road,Hemet,92544.0,"33.68,-116.95"
,Oak Drive,Hemet,92544.0,"33.65,-116.9"
42771,Doe Lane,Hemet,92544.0,"33.63,-116.92"
1738,San Lorenzo Drive,Hemet,92545.0,"33.73,-116.99"
26288,Century Court,Hemet,92544.0,"33.74,-116.9"
207,North Yale Street,Hemet,92544.0,"33.75,-116.95"
4024,Woodland Drive,Hemet,92544.0,"33.75,-116.93"
26297,Naomi Drive,Hemet,92544.0,"33.74,-116.93"
26285,Yale Street,Hemet,92544.0,"33.74,-116.95"
40171,Dixie Drive,Hemet,92543.0,"33.73,-116.96"
26977,Yale Street,Hemet,92544.0,"33.73,-116.95"
41324,Mc Dowell Street,Hemet,92544.0,"33.74,-116.94"
41308,Stetson Avenue,Hemet,92544.0,"33.73,-116.94"
41896,Stetson Avenue,Hemet,92544.0,"33.73,-116.93"
1117,East Devonshire Avenue,Hemet,92543.0,"33.75,-116.96"
